SampleID	Samplenum	Date	Date_year	Days	Station	Fraction	Photonum	pH	Type	Intensive	Arrival	Departure	Sky	StationDepth	Secchi	Temp	Turbidity	ParMC	DissMC	Phycocyanin	Chla	Bloom	LogPhyco	LogChla	LogParMC
E0092_CNA	E0092	9/15	9/15/14	111	WE4	CNA	E140143	8.137	sample	n	12:14		rainy	8	3	19.6	2.22	0.1	0.1	0.91	3.94	e	-0.13606155	1.97819563	-3.321928095
E0094_100LTR	E0094	9/18	9/18/14	114	WE2	100L	E140155	8.261	sample	surface				NA		NA	NA			NA	NA	NA			
E0094_22NA	E0094	9/18	9/18/14	114	WE2	22NA	E140155	8.261	sample	surface				NA		NA	NA			NA	NA	NA			
E0094_CNA	E0094	9/18	9/18/14	114	WE2	CNA	E140155	8.261	sample	surface				NA		NA	NA			NA	NA	NA			
E0095_100LTR	E0095	9/18	9/18/14	114	WE12	100L	E140156	8.311	sample	bottom				NA		NA	NA			NA	NA	NA			
E0095_22NA	E0095	9/18	9/18/14	114	WE12	22NA	E140156	8.311	sample	bottom				NA		NA	NA			NA	NA	NA			
E0095_CNA	E0095	9/18	9/18/14	114	WE12	CNA	E140156	8.311	sample	bottom				NA		NA	NA			NA	NA	NA			
E0096_100LTR	E0096	9/18	9/18/14	114	WE4	100L	E140157	8.342	sample	surface				NA		NA	NA			NA	NA	NA			
E0096_22NA	E0096	9/18	9/18/14	114	WE4	22NA	E140157	8.342	sample	surface				NA		NA	NA			NA	NA	NA			
E0096_CNA	E0096	9/18	9/18/14	114	WE4	CNA	E140157	8.342	sample	surface				NA		NA	NA			NA	NA	NA			
E0097_100LTR	E0097	9/18	9/18/14	114	WE2	100L	E140158	8.34	sample	bottom				NA		NA	NA			NA	NA	NA			
E0097_22NA	E0097	9/18	9/18/14	114	WE2	22NA	E140158	8.34	sample	bottom				NA		NA	NA			NA	NA	NA			
E0097_CNA	E0097	9/18	9/18/14	114	WE2	CNA	E140158	8.34	sample	bottom				NA		NA	NA			NA	NA	NA			
E0098_100LTR	E0098	9/18	9/18/14	114	WE12	100L	E140159	8.157	sample	surface				NA		NA	NA			NA	NA	NA			
E0098_22NA	E0098	9/18	9/18/14	114	WE12	22NA	E140159	8.157	sample	surface				NA		NA	NA			NA	NA	NA			
E0098_CNA	E0098	9/18	9/18/14	114	WE12	CNA	E140159	8.157	sample	surface				NA		NA	NA			NA	NA	NA			
E0099_100LTR	E0099	9/18	9/18/14	114	WE4	100L	E140160	8.151	sample	bottom				NA		NA	NA			NA	NA	NA			
E0099_22NA	E0099	9/18	9/18/14	114	WE4	22NA	E140160	8.151	sample	bottom				NA		NA	NA			NA	NA	NA			
E0099_CNA	E0099	9/18	9/18/14	114	WE4	CNA	E140160	8.151	sample	bottom				NA		NA	NA			NA	NA	NA			
E0100_100LTR	E0100	9/23	9/23/14	119	WE2	100L	E140167	8.221	sample	n	10:03	10:41	sunny	4.9		18.4	9.42	1.35	1.4	30.84	12.64	d	4.94673086	3.659924558	0.432959407
E0100_22NA	E0100	9/23	9/23/14	119	WE2	22NA	E140167	8.221	sample	n	10:03	10:41	sunny	4.9		18.4	9.42	1.35	1.4	30.84	12.64	d	4.94673086	3.659924558	0.432959407
E0100_CNA	E0100	9/23	9/23/14	119	WE2	CNA	E140167	8.221	sample	n	10:03	10:41	sunny	4.9		18.4	9.42	1.35	1.4	30.84	12.64	d	4.94673086	3.659924558	0.432959407
E0102_100LTR	E0102	9/23	9/23/14	119	WE12	100L	E140169	8.332	sample	n	11:34		sunny	5.8		17.9	11	0.9	0.9	17.55	16.97	d	4.133399125	4.08491466	-0.152003093
E0102_22NA	E0102	9/23	9/23/14	119	WE12	22NA	E140169	8.332	sample	n	11:34		sunny	5.8		17.9	11	0.9	0.9	17.55	16.97	d	4.133399125	4.08491466	-0.152003093
E0102_CNA	E0102	9/23	9/23/14	119	WE12	CNA	E140169	8.332	sample	n	11:34		sunny	5.8		17.9	11	0.9	0.9	17.55	16.97	d	4.133399125	4.08491466	-0.152003093
E0104_100LTR	E0104	9/23	9/23/14	119	WE4	100L	E140171	8.264	no-amp	n	12:58	13:26	sunny	7.8		17.9	1.87	0.3	0.1	0.49	2.62	e	-1.029146346	1.389566812	-1.736965594
E0104_22NA	E0104	9/23	9/23/14	119	WE4	22NA	E140171	8.264	sample	n	12:58	13:26	sunny	7.8		17.9	1.87	0.3	0.1	0.49	2.62	e	-1.029146346	1.389566812	-1.736965594
E0104_CNA	E0104	9/23	9/23/14	119	WE4	CNA	E140171	8.264	sample	n	12:58	13:26	sunny	7.8		17.9	1.87	0.3	0.1	0.49	2.62	e	-1.029146346	1.389566812	-1.736965594
E0106_100LTR	E0106	9/29	9/29/14	125	WE2	100L	E140173	8.835	sample	n	10:05	10:17	sunny	4	0.6	19.4	22.1	4.2	0.6	205.5	66.63	d	7.682994584	6.058099988	2.070389328
E0106_22NA	E0106	9/29	9/29/14	125	WE2	22NA	E140173	8.835	sample	n	10:05	10:17	sunny	4	0.6	19.4	22.1	4.2	0.6	205.5	66.63	d	7.682994584	6.058099988	2.070389328
E0106_CNA	E0106	9/29	9/29/14	125	WE2	CNA	E140173	8.835	sample	n	10:05	10:17	sunny	4	0.6	19.4	22.1	4.2	0.6	205.5	66.63	d	7.682994584	6.058099988	2.070389328
E0108_100LTR	E0108	9/29	9/29/14	125	WE12	100L	E140175	8.738	sample	n	11:10	11:25	foggy	5.9	0.8	19.5	31.9	0.6	0.5	21.87	22.25	d	4.450881315	4.475733431	-0.736965594
E0108_22NA	E0108	9/29	9/29/14	125	WE12	22NA	E140175	8.738	sample	n	11:10	11:25	foggy	5.9	0.8	19.5	31.9	0.6	0.5	21.87	22.25	d	4.450881315	4.475733431	-0.736965594
E0108_CNA	E0108	9/29	9/29/14	125	WE12	CNA	E140175	8.738	sample	n	11:10	11:25	foggy	5.9	0.8	19.5	31.9	0.6	0.5	21.87	22.25	d	4.450881315	4.475733431	-0.736965594
E0110_100LTR	E0110	9/29	9/29/14	125	WE4	100L	E140177	8.578	sample	n	12:17	12:30	sunny	7.9	2.1	19.9	4.34	0.2	0	3.65	9.21	d	1.867896464	3.203201156	-2.321928095
E0110_22NA	E0110	9/29	9/29/14	125	WE4	22NA	E140177	8.578	sample	n	12:17	12:30	sunny	7.9	2.1	19.9	4.34	0.2	0	3.65	9.21	d	1.867896464	3.203201156	-2.321928095
E0112_100LTR	E0112	10/6	10/6/14	132	WE2	100L	E140179	8.042	sample	n	10:21	10:31	cloudy	4.7	0.9	15.3	9.88	0.00001	0.3	6.24	8.06	d	2.641546029	3.010779839	
E0112_22NA	E0112	10/6	10/6/14	132	WE2	22NA	E140179	8.042	sample	n	10:21	10:31	cloudy	4.7	0.9	15.3	9.88	0.00001	0.3	6.24	8.06	d	2.641546029	3.010779839	
E0112_CNA	E0112	10/6	10/6/14	132	WE2	CNA	E140179	8.042	sample	n	10:21	10:31	cloudy	4.7	0.9	15.3	9.88	0.00001	0.3	6.24	8.06	d	2.641546029	3.010779839	
E0114_100LTR	E0114	10/6	10/6/14	132	WE12	100L	E140181	7.977	sample	n	11:22	11:34	cloudy	5.9	0.6	15.5	11.5	0.00001	0.2	0.5	3.97	e	-1	1.989139007	
E0114_22NA	E0114	10/6	10/6/14	132	WE12	22NA	E140181	7.977	sample	n	11:22	11:34	cloudy	5.9	0.6	15.5	11.5	0.00001	0.2	0.5	3.97	e	-1	1.989139007	
E0114_CNA	E0114	10/6	10/6/14	132	WE12	CNA	E140181	7.977	sample	n	11:22	11:34	cloudy	5.9	0.6	15.5	11.5	0.00001	0.2	0.5	3.97	e	-1	1.989139007	
E0116_100LTR	E0116	10/6	10/6/14	132	WE4	100L	E140183	7.987	sample	n	12:37	12:48	cloudy	7.9	1.5	15.4	4.87	0.1	0	0.36	1.18	e	-1.473931188	0.23878686	-3.321928095
E0116_22NA	E0116	10/6	10/6/14	132	WE4	22NA	E140183	7.987	sample	n	12:37	12:48	cloudy	7.9	1.5	15.4	4.87	0.1	0	0.36	1.18	e	-1.473931188	0.23878686	-3.321928095
E0116_CNA	E0116	10/6	10/6/14	132	WE4	CNA	E140183	7.987	sample	n	12:37	12:48	cloudy	7.9	1.5	15.4	4.87	0.1	0	0.36	1.18	e	-1.473931188	0.23878686	-3.321928095
E0118_100LTR	E0118	10/15	10/15/14	141	WE2	100L	E140200	8.116	sample	n	10:09	10:20	cloudy	5	0.7	14.2	10.3	0.45	0.3	0.94	6.85	e	-0.089267338	2.776103988	-1.152003093
E0118_22NA	E0118	10/15	10/15/14	141	WE2	22NA	E140200	8.116	sample	n	10:09	10:20	cloudy	5	0.7	14.2	10.3	0.45	0.3	0.94	6.85	e	-0.089267338	2.776103988	-1.152003093
E0118_CNA	E0118	10/15	10/15/14	141	WE2	CNA	E140200	8.116	sample	n	10:09	10:20	cloudy	5	0.7	14.2	10.3	0.45	0.3	0.94	6.85	e	-0.089267338	2.776103988	-1.152003093
E0120_100LTR	E0120	10/15	10/15/14	141	WE12	100L	E140202	8.022	no-amp	n	11:11	11:25	mostly cloudy	5.7	0.7	14.6	11.1	0.3	0.1	0.39	4.11	e	-1.358453971	2.039138394	-1.736965594
E0120_22NA	E0120	10/15	10/15/14	141	WE12	22NA	E140202	8.022	sample	n	11:11	11:25	mostly cloudy	5.7	0.7	14.6	11.1	0.3	0.1	0.39	4.11	e	-1.358453971	2.039138394	-1.736965594
E0120_CNA	E0120	10/15	10/15/14	141	WE12	CNA	E140202	8.022	sample	n	11:11	11:25	mostly cloudy	5.7	0.7	14.6	11.1	0.3	0.1	0.39	4.11	e	-1.358453971	2.039138394	-1.736965594
E0122_100LTR	E0122	10/15	10/15/14	141	WE4	100L	E140204	8.093	sample	n	12:13	12:25	mostly sunny	8	1.5	14.6	5.16	0.54	0.2	2.71	4.15	e	1.438292852	2.053111336	-0.888968688
E0122_22NA	E0122	10/15	10/15/14	141	WE4	22NA	E140204	8.093	sample	n	12:13	12:25	mostly sunny	8	1.5	14.6	5.16	0.54	0.2	2.71	4.15	e	1.438292852	2.053111336	-0.888968688
E0122_CNA	E0122	10/15	10/15/14	141	WE4	CNA	E140204	8.093	sample	n	12:13	12:25	mostly sunny	8	1.5	14.6	5.16	0.54	0.2	2.71	4.15	e	1.438292852	2.053111336	-0.888968688
E0124_100LTR	E0124	10/20	10/20/14	146	WE2	100L	E140206	8.042	sample	n	10:11	10:23	cloudy/rainy	4.8	1	12.5	6.58	0.00001	0.46	2.12	7.23	e	1.084064265	2.853995647	
E0124_22NA	E0124	10/20	10/20/14	146	WE2	22NA	E140206	8.042	sample	n	10:11	10:23	cloudy/rainy	4.8	1	12.5	6.58	0.00001	0.46	2.12	7.23	e	1.084064265	2.853995647	
E0124_CNA	E0124	10/20	10/20/14	146	WE2	CNA	E140206	8.042	sample	n	10:11	10:23	cloudy/rainy	4.8	1	12.5	6.58	0.00001	0.46	2.12	7.23	e	1.084064265	2.853995647	
E0126_100LTR	E0126	10/20	10/20/14	146	WE12	100L	E140208	7.983	sample	n	11:14	11:24	partly cloudy	5.6	0.7	13	9.13	0.00001	0.38	0.54	5	e	-0.888968688	2.321928095	
E0126_22NA	E0126	10/20	10/20/14	146	WE12	22NA	E140208	7.983	sample	n	11:14	11:24	partly cloudy	5.6	0.7	13	9.13	0.00001	0.38	0.54	5	e	-0.888968688	2.321928095	
E0126_CNA	E0126	10/20	10/20/14	146	WE12	CNA	E140208	7.983	sample	n	11:14	11:24	partly cloudy	5.6	0.7	13	9.13	0.00001	0.38	0.54	5	e	-0.888968688	2.321928095	
E0128_100LTR	E0128	10/20	10/20/14	146	WE4	100L	E140210/218	7.979	sample	n	12:11	12:23	cloudy	7.7	1.7	13.1	2.83	0.00001	0.15	0.23	1.39	e	-2.120294234	0.475084883	
E0128_22NA	E0128	10/20	10/20/14	146	WE4	22NA	E140210/218	7.979	sample	n	12:11	12:23	cloudy	7.7	1.7	13.1	2.83	0.00001	0.15	0.23	1.39	e	-2.120294234	0.475084883	
E0128_CNA	E0128	10/20	10/20/14	146	WE4	CNA	E140210/218	7.979	sample	n	12:11	12:23	cloudy	7.7	1.7	13.1	2.83	0.00001	0.15	0.23	1.39	e	-2.120294234	0.475084883	
E0130_100LTR	E0130	10/27	10/27/14	153	WE2	100L	E140212	NA	sample	n	10:15	10:30	cloudy	5	1.7	12.1	5.99	0.00001	0.28	0.12	3.26	e	-3.058893689	1.704871964	
E0130_22NA	E0130	10/27	10/27/14	153	WE2	22NA	E140212	NA	sample	n	10:15	10:30	cloudy	5	1.7	12.1	5.99	0.00001	0.28	0.12	3.26	e	-3.058893689	1.704871964	
E0130_CNA	E0130	10/27	10/27/14	153	WE2	CNA	E140212	NA	sample	n	10:15	10:30	cloudy	5	1.7	12.1	5.99	0.00001	0.28	0.12	3.26	e	-3.058893689	1.704871964	
E0132_100LTR	E0132	10/27	10/27/14	153	WE12	100L	E140214	NA	sample	n	11:30	11:42	cloudy	6	0.9	12.2	6.17	0.00001	0.19	0.17	4.91	e	-2.556393349	2.295723025	
E0132_22NA	E0132	10/27	10/27/14	153	WE12	22NA	E140214	NA	sample	n	11:30	11:42	cloudy	6	0.9	12.2	6.17	0.00001	0.19	0.17	4.91	e	-2.556393349	2.295723025	
E0132_CNA	E0132	10/27	10/27/14	153	WE12	CNA	E140214	NA	sample	n	11:30	11:42	cloudy	6	0.9	12.2	6.17	0.00001	0.19	0.17	4.91	e	-2.556393349	2.295723025	
E0134_100LTR	E0134	10/27	10/27/14	153	WE4	100L	E140216	NA	sample	n	12:43	12:57	partly sunny	8.1	3.5	12.2	0.76	0.00001	0	0	1.14	e		0.189033824	
E0134_22NA	E0134	10/27	10/27/14	153	WE4	22NA	E140216	NA	sample	n	12:43	12:57	partly sunny	8.1	3.5	12.2	0.76	0.00001	0	0	1.14	e		0.189033824	
E0134_CNA	E0134	10/27	10/27/14	153	WE4	CNA	E140216	NA	sample	n	12:43	12:57	partly sunny	8.1	3.5	12.2	0.76	0.00001	0	0	1.14	e		0.189033824	
E0136_100LTR	E0136	11/3	11/3/14	160	WE2	100L	E140219	NA	sample	n	10:56	11:18	sunny	4.6	0.2	8.9	36.2	0.00001	0.14	0.06	2.97	e	-4.058893689	1.570462931	
E0136_22NA	E0136	11/3	11/3/14	160	WE2	22NA	E140219	NA	sample	n	10:56	11:18	sunny	4.6	0.2	8.9	36.2	0.00001	0.14	0.06	2.97	e	-4.058893689	1.570462931	
E0136_CNA	E0136	11/3	11/3/14	160	WE2	CNA	E140219	NA	sample	n	10:56	11:18	sunny	4.6	0.2	8.9	36.2	0.00001	0.14	0.06	2.97	e	-4.058893689	1.570462931	
E0138_100LTR	E0138	11/3	11/3/14	160	WE12	100L	E140221	NA	sample	n	12:15	12:40	sunny	5.7	0.2	9.2	105	0.00001	0.16	0.19	7.35	e	-2.395928676	2.87774425	
E0138_22NA	E0138	11/3	11/3/14	160	WE12	22NA	E140221	NA	sample	n	12:15	12:40	sunny	5.7	0.2	9.2	105	0.00001	0.16	0.19	7.35	e	-2.395928676	2.87774425	
E0138_CNA	E0138	11/3	11/3/14	160	WE12	CNA	E140221	NA	sample	n	12:15	12:40	sunny	5.7	0.2	9.2	105	0.00001	0.16	0.19	7.35	e	-2.395928676	2.87774425	
EBL_01	EBL							NA	blank					NA		NA	NA			NA	NA	NA			
EBL_02	EBL							NA	blank					NA		NA	NA			NA	NA	NA			
EBL_03	EBL							NA	blank					NA		NA	NA			NA	NA	NA			
EBL_04	EBL							NA	blank					NA		NA	NA			NA	NA	NA			
EBL_042	EBL							NA	blank					NA		NA	NA			NA	NA	NA			
EBL_05	EBL							NA	blank					NA		NA	NA			NA	NA	NA			
MockA011515_S96	MockA011515_S96							NA	mock													NA			
MockB011515_S192	MockB011515_S192							NA	mock													NA			
TDMockC011915_S288	TDMockC011915_S288							NA	mock													NA			
TDWaterA011915	TDWaterA011915							NA	water					NA		NA	NA			NA	NA	NA			
WaterB011515	WaterB011515							NA	water					NA		NA	NA			NA	NA	NA			
WaterC011515	WaterC011515							NA	water					NA		NA	NA			NA	NA	NA			
